,LOCALITA,DATA,TMEDIA Â°C,TMIN Â°C,TMAX Â°C,PUNTORUGIADA Â°C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI,,,,,,,,,,,,,,,,,,,,,,,,,,,
7111,Verona,21/6/2023,"""27""","""20""","""33""","""17""","""55""","""19""","""9""","""18""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7112,Verona,22/6/2023,"""28""","""21""","""34""","""18""","""58""","""20""","""7""","""13""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7113,Verona,23/6/2023,"""27""","""22""","""33""","""17""","""56""","""20""","""9""","""21""","""0""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7114,Verona,24/6/2023,"""26""","""20""","""32""","""13""","""46""","""19""","""8""","""17""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7115,Verona,25/6/2023,"""26""","""18""","""30""","""14""","""50""","""20""","""7""","""15""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7116,Verona,26/6/2023,"""27""","""18""","""33""","""15""","""50""","""22""","""7""","""13""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7117,Verona,27/6/2023,"""27""","""21""","""33""","""16""","""52""","""20""","""9""","""24""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7118,Verona,28/6/2023,"""24""","""21""","""27""","""15""","""58""","""19""","""16""","""24""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7119,Verona,29/6/2023,"""25""","""21""","""30""","""14""","""51""","""22""","""6""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7120,Verona,30/6/2023,"""22""","""18""","""26""","""15""","""67""","""18""","""8""","""15""","""0""","""1012""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7121,Verona,1/7/2023,"""23""","""19""","""27""","""18""","""73""","""18""","""7""","""13""","""0""","""1008""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7122,Verona,2/7/2023,"""25""","""20""","""31""","""18""","""67""","""19""","""6""","""13""","""0""","""1009""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7123,Verona,3/7/2023,"""25""","""21""","""28""","""19""","""72""","""20""","""11""","""18""","""0""","""1011""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7124,Verona,4/7/2023,"""24""","""17""","""30""","""17""","""67""","""19""","""8""","""26""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7125,Verona,5/7/2023,"""24""","""17""","""29""","""17""","""66""","""20""","""9""","""37""","""0""","""1013""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7126,Verona,6/7/2023,"""22""","""18""","""26""","""17""","""74""","""18""","""7""","""24""","""0""","""1016""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7127,Verona,7/7/2023,"""24""","""16""","""29""","""16""","""63""","""22""","""6""","""11""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7128,Verona,8/7/2023,"""26""","""18""","""31""","""15""","""55""","""19""","""7""","""13""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7129,Verona,9/7/2023,"""26""","""19""","""34""","""17""","""58""","""19""","""5""","""9""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7130,Verona,10/7/2023,"""29""","""22""","""35""","""20""","""59""","""21""","""7""","""11""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7131,Verona,11/7/2023,"""30""","""24""","""35""","""21""","""59""","""21""","""6""","""13""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7132,Verona,12/7/2023,"""29""","""25""","""32""","""20""","""62""","""19""","""11""","""21""","""0""","""1014""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7133,Verona,13/7/2023,"""24""","""19""","""29""","""18""","""68""","""19""","""8""","""30""","""0""","""1014""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7134,Verona,14/7/2023,"""26""","""19""","""31""","""16""","""56""","""20""","""7""","""15""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7135,Verona,15/7/2023,"""27""","""21""","""34""","""19""","""61""","""21""","""6""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7136,Verona,16/7/2023,"""30""","""22""","""35""","""21""","""61""","""19""","""6""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7137,Verona,17/7/2023,"""30""","""23""","""35""","""21""","""62""","""18""","""7""","""15""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7138,Verona,18/7/2023,"""28""","""23""","""35""","""21""","""65""","""19""","""6""","""13""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7139,Verona,19/7/2023,"""29""","""21""","""34""","""21""","""63""","""19""","""8""","""30""","""0""","""1010""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7140,Verona,20/7/2023,"""26""","""20""","""31""","""20""","""73""","""20""","""7""","""22""","""0""","""1009""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7141,Verona,21/7/2023,"""25""","""18""","""28""","""19""","""69""","""15""","""10""","""33""","""0""","""1008""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7142,Verona,22/7/2023,"""23""","""18""","""28""","""18""","""79""","""20""","""6""","""13""","""0""","""1013""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7143,Verona,23/7/2023,"""26""","""20""","""31""","""19""","""66""","""22""","""6""","""13""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7144,Verona,24/7/2023,"""25""","""20""","""29""","""19""","""70""","""19""","""11""","""35""","""0""","""1010""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7145,Verona,25/7/2023,"""23""","""18""","""28""","""19""","""80""","""20""","""6""","""15""","""0""","""1002""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7146,Verona,26/7/2023,"""23""","""17""","""28""","""14""","""58""","""20""","""8""","""21""","""0""","""1007""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7147,Verona,27/7/2023,"""22""","""16""","""27""","""13""","""55""","""19""","""7""","""21""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7148,Verona,28/7/2023,"""24""","""18""","""29""","""16""","""63""","""20""","""6""","""11""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7149,Verona,29/7/2023,"""26""","""19""","""31""","""18""","""65""","""20""","""5""","""13""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,Verona,30/7/2023,"""25""","""19""","""30""","""20""","""75""","""19""","""7""","""26""","""0""","""1012""","""0""","""0""","""pioggia temporale nebbia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,Verona,31/7/2023,"""26""","""21""","""30""","""19""","""66""","""19""","""8""","""13""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7152,Verona,1/8/2023,"""25""","""22""","""30""","""19""","""69""","""20""","""8""","""18""","""0""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7153,Verona,2/8/2023,"""25""","""21""","""30""","""18""","""64""","""20""","""10""","""15""","""0""","""1006""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7154,Verona,3/8/2023,"""27""","""21""","""32""","""20""","""68""","""23""","""8""","""22""","""0""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7155,Verona,4/8/2023,"""23""","""18""","""28""","""16""","""67""","""19""","""9""","""22""","""0""","""1006""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7156,Verona,5/8/2023,"""21""","""17""","""25""","""16""","""76""","""17""","""8""","""18""","""0""","""1006""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7157,Verona,6/8/2023,"""22""","""16""","""29""","""14""","""64""","""21""","""11""","""21""","""0""","""1005""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7158,Verona,7/8/2023,"""21""","""14""","""27""","""9""","""51""","""19""","""8""","""15""","""0""","""1011""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7159,Verona,8/8/2023,"""22""","""14""","""27""","""11""","""51""","""21""","""8""","""17""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7160,Verona,9/8/2023,"""23""","""18""","""29""","""15""","""62""","""21""","""5""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7161,Verona,10/8/2023,"""23""","""17""","""28""","""16""","""66""","""20""","""8""","""13""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7162,Verona,11/8/2023,"""26""","""22""","""30""","""17""","""58""","""20""","""6""","""11""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7163,Verona,12/8/2023,"""25""","""19""","""31""","""17""","""63""","""20""","""6""","""9""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7164,Verona,13/8/2023,"""27""","""21""","""32""","""19""","""64""","""19""","""6""","""11""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7165,Verona,14/8/2023,"""26""","""19""","""33""","""18""","""60""","""19""","""6""","""11""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7166,Verona,15/8/2023,"""27""","""20""","""33""","""18""","""61""","""21""","""6""","""9""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7167,Verona,16/8/2023,"""27""","""21""","""33""","""18""","""58""","""21""","""6""","""9""","""0""","""1017""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7168,Verona,17/8/2023,"""27""","""21""","""32""","""19""","""65""","""19""","""6""","""9""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7169,Verona,18/8/2023,"""27""","""20""","""32""","""18""","""58""","""19""","""6""","""13""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7170,Verona,19/8/2023,"""28""","""21""","""34""","""19""","""60""","""21""","""6""","""11""","""0""","""1016""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,Verona,20/8/2023,"""28""","""22""","""34""","""20""","""62""","""21""","""6""","""11""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,Verona,21/8/2023,"""29""","""22""","""35""","""20""","""59""","""21""","""6""","""11""","""0""","""1019""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,Verona,22/8/2023,"""29""","""23""","""36""","""20""","""58""","""19""","""5""","""9""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7174,Verona,23/8/2023,"""30""","""23""","""37""","""20""","""56""","""21""","""6""","""11""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7175,Verona,24/8/2023,"""31""","""24""","""37""","""19""","""52""","""19""","""6""","""9""","""0""","""1015""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7176,Verona,25/8/2023,"""30""","""22""","""38""","""19""","""55""","""22""","""7""","""13""","""0""","""1012""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7177,Verona,26/8/2023,"""28""","""21""","""34""","""19""","""61""","""20""","""6""","""9""","""0""","""1010""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7178,Verona,27/8/2023,"""25""","""21""","""29""","""19""","""70""","""20""","""9""","""24""","""0""","""1007""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179,Verona,28/8/2023,"""22""","""18""","""28""","""18""","""78""","""17""","""14""","""24""","""0""","""1000""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180,Verona,29/8/2023,"""19""","""17""","""22""","""15""","""79""","""20""","""10""","""22""","""0""","""1001""","""0""","""0""","""pioggia temporale """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181,Verona,30/8/2023,"""20""","""16""","""25""","""14""","""72""","""19""","""7""","""15""","""0""","""1006""","""0""","""0""","""pioggia """,,,,,,,,,,,,,,,,,,,,,,,,,,,
7182,Verona,31/8/2023,"""20""","""15""","""26""","""15""","""72""","""20""","""6""","""11""","""0""","""1013""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7183,Verona,1/9/2023,"""22""","""16""","""27""","""16""","""69""","""20""","""5""","""9""","""0""","""1018""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7184,Verona,2/9/2023,"""23""","""17""","""29""","""16""","""66""","""18""","""6""","""9""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7185,Verona,3/9/2023,"""24""","""17""","""29""","""17""","""68""","""18""","""8""","""22""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7186,Verona,4/9/2023,"""24""","""19""","""29""","""18""","""67""","""21""","""7""","""15""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7187,Verona,5/9/2023,"""23""","""18""","""27""","""12""","""52""","""22""","""10""","""18""","""0""","""1022""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7188,Verona,6/9/2023,"""22""","""16""","""29""","""13""","""59""","""18""","""6""","""11""","""0""","""1021""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7189,Verona,7/9/2023,"""23""","""16""","""29""","""13""","""55""","""21""","""10""","""21""","""0""","""1020""","""0""","""0""","""""",,,,,,,,,,,,,,,,,,,,,,,,,,,
7190,",<!-- OP view,9 --><!-- OP view,8 --><!-- OP view,10 --><!-- OP view,14 --><!-- OP view,6 --><!-- OP view,15 --><!-- OP view,11 --><!DOCTYPE html>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7191,    <title>Previsioni predittive &raquo, ILMETEO.it</title>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7192,        var isHome=false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7193,        var adv_cm=0, //Math.random()<0.9 ? 0 : 1, // 0:taboola, 1:taboola+google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,        var match = document.cookie.match(new RegExp('(^| )' + name + '=([^,]+)')),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,"<script>(function(w,d,s,l,i){w[l]=w[l]||[]",w[l].push({'gtm.start':,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,"new Date().getTime(),event:'gtm.js'})","var f=d.getElementsByTagName(s)[0],",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,"j=d.createElement(s),dl=l!='dataLayer'?'&l='+l:''",j.async=true,j.src=,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,'https://www.googletagmanager.com/gtm.js?id='+i+dl,"f.parentNode.insertBefore(j,f)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7199,"})(window,document,'script','dataLayer','GTM-MNN4DK9')",</script>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,"<meta name=""description"" content=""METEO, PREVISIONI DEL TEMPO affidabili sempre aggiornate, MARI e VENTI, NEVE, previsioni meteo fino a 15 giorni, notizie e video - Su iLMeteo.it trovi le previsioni e le notizie meteo per tutte le citt&agrave"," d'Italia e del Mondo."" />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7201,"        article,aside,details,figcaption,figure,footer,header,hgroup,nav,section,summary{display:block}audio,canvas,video{display:inline-block",*display:inline,*zoom:1}audio:not([controls]){display:none,height:0}[hidden]{display:none}html{font-size:100%,-webkit-text-size-adjust:100%,"-ms-text-size-adjust:100%}html,button,input,select,textarea{font-family:sans-serif}body{margin:0}a:focus{outline:thin dotted}a:active,a:hover{outline:0}h1{font-size:2em",margin:.67em 0}h2{font-size:1.5em,margin:.83em 0}h3{font-size:1.17em,margin:1em 0}h4{font-size:1em,margin:1.33em 0}h5{font-size:.83em,margin:1.67em 0}h6{font-size:.75em,"margin:2.33em 0}abbr[title]{border-bottom:1px dotted}b,strong{font-weight:bold}blockquote{margin:1em 40px}dfn{font-style:italic}mark{background:#ff0","color:#000}p,pre{margin:1em 0}code,kbd,pre,samp{font-family:monospace,serif","_font-family:'courier new',monospace",font-size:1em}pre{white-space:pre,white-space:pre-wrap,"word-wrap:break-word}q{quotes:none}q:before,q:after{content:''","content:none}small{font-size:80%}sub,sup{font-size:75%",line-height:0,position:relative,"vertical-align:baseline}sup{top:-0.5em}sub{bottom:-0.25em}dl,menu,ol,ul{margin:1em 0}dd{margin:0 0 0 40px}menu,ol,ul{padding:0 0 0 40px}nav ul,nav ol{list-style:none",list-style-image:none}img{border:0,-ms-interpolation-mode:bicubic}svg:not(:root){overflow:hidden}figure{margin:0}form{margin:0}fieldset{border:1px solid silver,margin:0 2px,padding:.35em .625em .75em}legend{border:0,padding:0,white-space:normal,"*margin-left:-7px}button,input,select,textarea{font-size:100%",margin:0,vertical-align:baseline,"*vertical-align:middle}button,input{line-height:normal}button,html input[type=""button""],input[type=""reset""],input[type=""submit""]{-webkit-appearance:button",cursor:pointer,"*overflow:visible}button[disabled],input[disabled]{cursor:default}input[type=""checkbox""],input[type=""radio""]{box-sizing:border-box",padding:0,*height:13px,"*width:13px}input[type=""search""]{-webkit-appearance:textfield",-moz-box-sizing:content-box,-webkit-box-sizing:content-box,"box-sizing:content-box}input[type=""search""]::-webkit-search-cancel-button,input[type=""search""]::-webkit-search-decoration{-webkit-appearance:none}button::-moz-focus-inner,input::-moz-focus-inner{border:0",padding:0}textarea{overflow:auto,vertical-align:top}table{border-collapse:collapse,border-spacing:0}
7202,        /*#tab1:hover{background:none !important, color:#007AB9 !important, padding:5px 11px !important},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7203,"        #ajax_listOfOptions .optionDiv{background-image:url(""/portale/5men.png"")", background-repeat:no-repeat,background-position: 400px center},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7204,        #ajax_listOfOptions .optionDivSelected{background-color:#F7B339, height:15px, overflow:hidden},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7205,        #banner-cookie{background:#f2f2f2, border-bottom:1px solid #e4e4e4, color:#666, font-size:1em, padding:3px, margin-bottom:5px},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7206,        #banner-cookie-ok{display:inline-block, padding:3px 5px, line-height:1.2em, background:#4090ff, color:white !important, font-weight:bold, text-decoration:none,},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7207,        #banner-app-full{position:absolute,left:0,top:0,width:100%,min-height:600px,background:#1F8BC4,text-align:center,z-index:1000000000},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7208,        #banner-app-full-download{z-index:99999999, display:block, width:100%},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,        #banner-app-full-title{color:white, font-size:2.5em, font-weight:bold, margin:40px auto 30px},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7210,"        #banner-app-full-no, #banner-app-full-si{display:block", width:75%, max-width:500px, margin:40px auto, color:white, font-size:1.8em, font-weight:bold, text-decoration:none, height:60px, border:3px solid white, line-height:60px, -webkit-border-radius:60px, -moz-border-radius:60px, border-radius:60px,},,,,,,,,,,,,,,,,,,,,,,,,,,,
7211,        #banner-adv-full{display:none, position:fixed, left:0, top:0, background:#1F8BC4, z-index:1000000001, padding:10px},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7212,        #banner-adv-full .advcontent{height:250px, width:300px, padding-top:20px,},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7213,        #banner-adv-full-close{width:9%, position:absolute, left:0, top:0, cursor:pointer},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7214,        .logo_gcp_desktop{background: url(/portale/themes/ilmeteo10/ilmeteo-search3-gcp.png) no-repeat !important,},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7215,        body { animation: none !important, },,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7216,"    <meta http-equiv=""refresh"" content=""300","URL=/portale/previsioni-predittive/Verona/Ottobre?refresh_ce"" />",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7217,            /* background: white, */,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7218,"    <meta http-equiv=""Content-Type"" content=""text/html"," charset=utf-8"" />
<base href=""https://www.ilmeteo.it/portale/"" />
<style type=""text/css"">
.price{font-size: 18px",font-family: Arial,font-weight: bold,color: White,background: #FF6600,padding: 3px,border-bottom: 1px solid #A9A1A9,border-right: 1px solid #A9A1A9,border-top: 1px solid #FF7711,"border-left: 1px solid #FF7711}
</style>
<link rel=""stylesheet"" href=""/assets/plugins/autocomplete/autocomplete.min.css"">
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7219,				display: block, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7220,	var channels=13,  // numero canali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7221,	var nextTab=null,  // menu canale in fase di apertura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7222,	var defTab=1,  // menu canale di default,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7223,	var currTab=defTab,  // menu canale attivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7224,	var hiding=false,  // menu in fase di chiusura (annullabile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7225,	//var nextTab=null,var defTab=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7226,	//function mcanOver(tab){if(nextTab!=tab){nextTab=tab,"setTimeout(""mcanChange()"", 150)}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7227,			try{n = nextTab.attr('id').substr(3),}catch(e){n=0,},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7228,			$(isHome ? '.page-submenu-home' : '.page-submenu').hide(),  // nasconde i sottomenu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7229,"		timerMenu=setTimeout(""showSubmenu(0)"", 1500)", // era 50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7230,"                            $.cookie('test-ml', 0)",  //off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7231,"                    $('<a style=""display:block",text-decoration:none,padding:5px,margin-bottom:130px,background:#555,color:white,text-align:center,"font-size:1.5em"" href=""https://www.ilmeteo.it/?standard=0"">Passa al sito in versione mobile ►</a>').appendTo('#footer')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7232,        function idleResetTimer(e){window.clearTimeout(idleTimer),idleGoActive(),},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7233,        function idleGoActive(){isIdle = false, idleStartTimer(),},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7234,"function e(e){var t=!(arguments.length>1&&void 0!==arguments[1])||arguments[1],c=document.createElement(""script"")","c.src=e,t?c.type=""module"":(c.async=!0,c.fetchpriority=""low"",c.type=""text/javascript"",c.setAttribute(""nomodule"",""""))","var n=document.getElementsByTagName(""script"")[0]","n.parentNode.insertBefore(c,n)}function t(t,c,n){var a,o,r","null!==(a=t.marfeel)&&void 0!==a||(t.marfeel={}),null!==(o=(r=t.marfeel).cmd)&&void 0!==o||(r.cmd=[]),t.marfeel.config=n,t.marfeel.config.accountId=c","var i=""https://sdk.mrf.io/statics""","e("""".concat(i,""/marfeel-sdk.js?id="").concat(c),!0),e("""".concat(i,""/marfeel-sdk.es5.js?id="").concat(c),!1)}!function(e,c){var n=arguments.length>2&&void 0!==arguments[2]?arguments[2]:{}","t(e,c,n)}(window,2115,{})",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7235,    		/*-webkit-box-shadow: 0 0 5.6px 1px #00000080,*/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7236,"<iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-MNN4DK9"" height=""0"" width=""0"" style=""display:none","visibility:hidden""></iframe>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7237,"<div id=""div-int-cont"" style=""width:0",height:0,display:none,position:absolute,left:0,top:0,"z-index:-999999"">",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7238,"    <div id=""div-dfp-int"" style=""width:300px","height:250px"">",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7239,"<div id=""div-dfp-sticky"" style=""width:120px",height:600px,position:fixed,left:0,top:150px,display:none,""">",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
